Input Word,True Output,My Decoded Output,Matching or Not
somavaramu,సోమవారము,సోమవారము,Yes
satin,సాటిన్,సతిన్,No
juustnnai,జూస్తున్నాయి,జూస్త్న్ని,No
sikshanaku,శిక్షణకు,శిక్షణకు,Yes
dayyalu,దయ్యాలు,దయ్యాలు,Yes
brahmapur,బ్రహ్మపూర్,బ్రహ్మపపూర్,No
caarbon,కార్బన్,కార్బన్,Yes
ayitene,అయితేనే,అయిటేనే,No
bhoobhaagaaniki,భూభాగానికి,భూభాగానికి,Yes
jimmi,జిమ్మీ,జిమ్మి,No
pettubadulaku,పెట్టుబడులకు,పెట్టుబడులకు,Yes
rungta,రంగ్తా,రుంగ్త,No
vayasulonu,వయసులోనూ,వయసులోను,No
pastha,పాస్తా,పాస్తా,Yes
vidyaarthulo,విద్యార్థులో,విద్యార్థులో,Yes
terakekkutondi,తెరకెక్కుతోంది,తెరకెక్కుతోంది,Yes
ayipotunna,అయిపోతున్న,అయిపోతున్న,Yes
komik,కామిక్,కోమిక్,No
pennii,పెన్నీ,పెన్నీ,Yes
samchikaloo,సంచికలో,సంచికలో,Yes
indur,ఇండోర్,ఇందూర్,No
projekt,ప్రాజెక్ట్,ప్రాజెక్ట్,Yes
carbon,కార్బన్,కార్బన్,Yes
vesaadu,వేసాడు,వేసాడు,Yes
kayadaniki,కాయడానికి,కాయాానికికి,No
singh,సింగ్,సింగ్,Yes
sanchikaku,సంచికకు,సంచికకు,Yes
dadhiichi,దధీచి,దదీచి,No
balaparachadamto,బలపరచడంతో,బలపరచడంతో,Yes
manhattan,మాన్హాటన్,మన్్తత్,No
eedchukuveltunnaaru,ఈడ్చుకువెళ్తున్నార,ఈడ్చుకువెళ్తున్నారు,No
kadhapadam,కదపడం,కధపడం,No
varthamaanam,వర్తమానం,వర్తమానం,Yes
samaachaaramlooni,సమాచారంలోని,సమాచారంలోని,Yes
oravadini,ఒరవడిని,ఒరవడిని,Yes
nirvachinchina,నిర్వచించిన,నిర్వచించిన,Yes
minneapolis,మినియాపులిస్,మిన్నెపోలిస్,No
teesukelutunnaaru,తీసుకెళుతున్నారు,తీసుకెళుతున్నారు,Yes
ivi,ఇవీ,ఇవి,No
vumtaayi,వుంటాయి,వుంతాయి,No
kolichi,కొలిచి,కొలిచ్చి,No
asoem,అసోం,అసోమ్,No
karaikal,కరైకల్,కరాకల్,No
phoenix,ఫోనిక్స్,ఫోనిక్స్,Yes
mandalamulooni,మండలములోని,మండలములోని,Yes
kanpinchaayannaaru,కన్పించాయన్నారు,కన్పించాయన్నారు,Yes
affle,అఫిల్,అఫిఎ్,No
varninchaaru,వర్ణించారు,వర్ణించారు,Yes
sobhan,శోభన్,శోభన్,Yes
tatvavaetta,తత్వవేత్త,తత్వవతెత్త,No
marutirao,మారుతీరావు,మారుతిరావు,No
virigi,విరిగి,విరిగి,Yes
thara,తర,తారా,No
quick,క్విక్,క్విక్,Yes
datacom,డేటాకామ్,డాటాకాం,No
samkramanam,సంక్రమణం,సంక్రమణం,Yes
jagu,జాగు,జాగు,Yes
nishthooramo,నిష్ఠూరమో,నిష్టూరమో,No
bhawanalanu,భవనాలను,భవనలను,No
ichchaapuram,ఇచ్ఛాపురం,ఇచ్చాపురం,No
dattaatreyudu,దత్తాత్రేయుడు,దత్తాత్రేయుడు,Yes
upayoginchani,ఉపయోగించని,ఉపయోగించని,Yes
challagaane,చల్లగానే,చల్లగానే,Yes
raayigaa,రాయిగా,రాయిగా,Yes
ardhamtoe,అర్థంతో,అర్ధంతో,No
rekethisthai,రేకెత్తిస్తాయి,రేకేతిస్థాయి,No
yatha,యథా,యథథ,No
velthundaga,వెళ్తుండగా,వెల్తుండగా,No
vyavaharistunnaadani,వ్యవహరిస్తున్నాడని,వ్యవహరిస్తున్నాడని,Yes
ramayanamlo,రామాయణంలో,రామాయణంలో,Yes
kottukunee,కొట్టుకునే,కొట్టుకునే,Yes
chandernagore,చండెర్ణగొరే,చాంద్రేనారోజ్,No
kalagajesukontaarani,కలుగజేసుకొంటారని,కలగజేసుకోంటారని,No
chesukolekapotunnaadu,చేసుకోలేకపోతున్నాడ,చేసుకోలేకపోతున్నాడు,No
education,ఎడ్యుకేషన్,ఎడ్యుకేషన్,Yes
vindhya,వింధ్య,వింధ్య,Yes
inthaku,ఇంతకు,ఇంతకు,Yes
vyoohaatmakangaa,వ్యూహాత్మకంగా,వ్యోహాత్మకంగా,No
vimarshistunnaav,విమర్శిస్తున్నావ్,విమర్శిస్తున్నావ్,Yes
reddy,రెడ్డి,రెడ్డి,Yes
uttar,ఉత్తర్,ఉత్తర్,Yes
chachhaaru,చచ్చారు,చచ్చారు,Yes
satyamoorti,సత్యమూర్తి,సత్యమూర్తి,Yes
prayaanhikulanu,ప్రయాణికులను,ప్రయాణిఖులను,No
mahaavishnuvu,మహావిష్ణువు,మహావిష్ణువు,Yes
vibhudi,విభూది,విభుడి,No
krishnanagar,కృష్ణానగర్,కృష్ణనగర్,No
aaharamuloo,ఆహారములో,ఆహరములో,No
yekkinchukuntunnatlu,ఎక్కించుకుంటున్నట్,యెక్కించుకున్నట్టులు,No
kalyaanam,కల్యాణం,కల్యాణం,Yes
sulthanu,సుల్తాను,సుల్తాను,Yes
ishtaaniki,ఇష్టానికి,ఇష్టానికి,Yes
yajamanulaku,యజమానులకు,యజమానులకు,Yes
malayali,మలయాళ,మలయాలి,No
veyinchalekapoyaarani,వేయించలేకపోయారని,వేయించలేకపోయారని,Yes
bristol,బ్రిస్టల్,బ్రిస్టోల్,No
namunalu,నమూనాలు,నమునలు,No
paastaa,పాస్తా,పాస్తా,Yes
pasadena,పాసదేనా,పసడేనా,No
muncipal,మున్సిపల్,మున్సిపా్,No
sugar,సుగర్,సుగర్,Yes
septembar,సెప్టెంబర్,సెప్టెంబర్,Yes
chithraranga,చిత్రరంగ,చిత్రరంగ,Yes
aadhikyamloe,ఆధిక్యంలో,ఆధిక్యంలో,Yes
shivastava,షివాస్తవ,శివస్తవా,No
mali,మాలి,మాలి,Yes
vaidhyamlo,వైద్యంలో,వైధ్యంలో,No
sagamlo,సగంలో,సగంలో,Yes
bhayamgaa,భయంగా,భయంగా,Yes
rushini,ఋషిని,రుషిని,No
tolaginchalekapotunnaayi,తొలగించలేకపోతున్నా,తొలగించలేకపోతున్నాయి,No
hydrocaarba,హైడ్రోకార్బ,హైడ్రోకార్బా,No
ucchaarana,ఉచ్ఛారణ,ఉచ్చారన,No
sayreville,సేయర్విల్,సయ్రెవిల్లె,No
deeshaanni,దేశాన్ని,దీశాన్ని,No
marsh,మార్ష్,మార్ష్,Yes
konasaaginchakoodadanna,కొనసాగించకూడదన్న,కొనసాగించకూోడదన్న,No
bodhinchaadu,బోధించాడు,బోధించాడు,Yes
acid,యాసిడ్,ఎసిడి,No
vennumuka,వెన్నుముక,వెన్నుముక,Yes
thiruvananthapuram,తిరువనంతపురం,తిరువనంతపురం,Yes
sulthanula,సుల్తానుల,సుల్తానుల,Yes
bossier,బోసియర్,బాస్షీరర్,No
tattukunae,తట్టుకునే,తట్టుకునే,Yes
rajamata,రాజమాత,రజమమత,No
pricol,ప్రికాల్,ప్రికోల్,No
sirala,సిరల,సిరాల,No
gangwar,గ్యాంగ్వార్,గాంగ్వర్,No
caalendar,కాలెండర్,కాలెండర్,Yes
sultanpur,సుల్తాన్పూర్,సుల్తాన్పర్,No
lucky,లక్కీ,లక్సీ,No
thayaaryna,తయారైన,తయార్యన,No
doopideeni,దోపిడీని,దూపిడీని,No
taimar,టైమర్,తైమార్,No
amanusha,అమానుష,అమనుష,No
kathalanu,కధలను,కథలను,No
maarkendeyudi,మార్కెండేయుడి,మార్కెందేయుడి,No
noukaayaana,నౌకాయాన,నౌకాయాన,Yes
mithaaleeke,మిథాలీకే,మిథాలీకే,Yes
kay,కే,కాయి,No
cheruvalo,చేరువలో,చేరువలో,Yes
yuvar,యువర్,యువర్,Yes
lagu,లగు,లాగు,No
jaavedh,జావేద్,జావెద్,No
adugupettaalsina,అడుగుపెట్టాల్సిన,అడుగుపెట్టాల్సిన,Yes
wilkerson,విల్కర్సన్,విల్కర్సన్,Yes
veluvadinaventane,వెలువడినవెంటనే,వెలువడినవేంటనే,No
mahoney,మహోని,మహోనీ,No
maedhassunu,మేధస్సును,మేధస్సును,Yes
shaji,షాజీ,షాజీ,Yes
sirohi,సిరోహి,సిరోహి,Yes
aadhaaramtho,ఆధారంతో,ఆధారంతో,Yes
kathina,కఠిన,కథిన,No
rasenduku,రాసేందుకు,రాసేందుకు,Yes
mavuthundi,మవుతుంది,మావుతుంది,No
mandadi,మండడి,మందడి,No
espinoza,ఎస్పినోజా,ఎస్పినోజా,Yes
kart,కార్ట్,కార్ట్,Yes
vahimchuta,వహించుట,వహించుట,Yes
prayaanhikulu,ప్రయాణికులు,ప్రయాణికులు,Yes
caryalapai,చర్యలపై,కర్యలలపై,No
kri,క్రీ,క్రి,No
dhullii,ఢిల్లీ,ధుల్లీ,No
mantakalustunnaayi,మంటకలుస్తున్నాయి,మంటకలుస్తున్నాయి,Yes
bheemili,భీమిలి,భీమిలి,Yes
fond,ఫాండ్,ఫోండ్,No
nmdc,ఎన్నెమ్డీసీ,ఎన్డడ్సీ,No
