True Input,True Output,My Decoded Output,Matching or Not
insurance,ఇన్సూరెన్స్,ఇన్సురన్స్,No
kheda,ఖేద,ఖేదా,No
greer,గ్రీర్,గ్రీర్,Yes
mamdha,మంద,మాధ్,No
anugrahistaayi,అనుగ్రహిస్తాయి,అనుగ్రహిస్తాయి,Yes
nagaur,నాగౌర్,నాగూర్,No
dhaman,థమన్,ధాన్,No
shantiniketan,శాంతినికేతన్,శాంతినికేతన్,Yes
ematram,ఏమాత్రం,ఏమాత్రం,Yes
ayipoyindannaaru,అయిపోయిందన్నారు,అయిపోయిందన్నారు,Yes
polyplex,పోలీప్లెక్స్,పాలిప్లెక్స్,No
raamaayanam,రామాయణం,రామాయణం,Yes
maanthrika,మాంత్రిక,మాంత్రిక,Yes
singana,సింగన,సింగణ,No
daasii,దాసీ,దాసీ,Yes
mayday,మేడే,మేడయ్,No
daldovaa,దల్దోవా,దాల్ోోవా,No
breweries,బ్రీఎరీస్,బ్రూవరీల్,No
somavaramu,సోమవారము,సోమవారము,Yes
satin,సాటిన్,సతనిన్,No
juustnnai,జూస్తున్నాయి,జూస్త్న్నై,No
sikshanaku,శిక్షణకు,శిక్షణకు,Yes
dayyalu,దయ్యాలు,దయ్యాలు,Yes
brahmapur,బ్రహ్మపూర్,బ్రహ్మాపూర్,No
caarbon,కార్బన్,కార్బన్,Yes
ayitene,అయితేనే,అయితేనే,Yes
bhoobhaagaaniki,భూభాగానికి,భోభాగానికి,No
jimmi,జిమ్మీ,జిమ్మి,No
pettubadulaku,పెట్టుబడులకు,పెట్టుబడులకు,Yes
rungta,రంగ్తా,రంగ్టా,No
vayasulonu,వయసులోనూ,వయసులోను,No
pastha,పాస్తా,పస్థ,No
vidyaarthulo,విద్యార్థులో,విద్యార్థులో,Yes
terakekkutondi,తెరకెక్కుతోంది,తెరకెక్కుతోంది,Yes
ayipotunna,అయిపోతున్న,అయిపోతున్నా,No
komik,కామిక్,కోమిక్,No
pennii,పెన్నీ,పెన్నీ,Yes
samchikaloo,సంచికలో,సంచికలో,Yes
indur,ఇండోర్,ఇందూర్,No
projekt,ప్రాజెక్ట్,ప్రోజెక్ట్,No
carbon,కార్బన్,కార్బన్,Yes
vesaadu,వేసాడు,వేసాడు,Yes
kayadaniki,కాయడానికి,కాయాడానికి,No
singh,సింగ్,సింగ్హ్,No
sanchikaku,సంచికకు,సాంచికకకు,No
dadhiichi,దధీచి,దాయిచి,No
balaparachadamto,బలపరచడంతో,బలపరచడంతో,Yes
manhattan,మాన్హాటన్,మన్తత్నా్,No
eedchukuveltunnaaru,ఈడ్చుకువెళ్తున్నార,ఈడ్చుకువెళ్తున్నారు,No
kadhapadam,కదపడం,కాధపడం,No
varthamaanam,వర్తమానం,వర్తమానం,Yes
samaachaaramlooni,సమాచారంలోని,సమాచారంలోని,Yes
oravadini,ఒరవడిని,ఓరవడిని,No
nirvachinchina,నిర్వచించిన,నిర్వచించిన,Yes
minneapolis,మినియాపులిస్,మిన్నెపాలిస్,No
teesukelutunnaaru,తీసుకెళుతున్నారు,తీసుకెళుతున్నారు,Yes
ivi,ఇవీ,ఇవిఐ,No
vumtaayi,వుంటాయి,వుంటాయి,Yes
kolichi,కొలిచి,కొలిచి,Yes
asoem,అసోం,అసోమ్,No
karaikal,కరైకల్,కరైకల్,Yes
phoenix,ఫోనిక్స్,ఫోనిక్స్,Yes
mandalamulooni,మండలములోని,మండలములోని,Yes
kanpinchaayannaaru,కన్పించాయన్నారు,కన్పించాయన్నారు,Yes
affle,అఫిల్,ఆఫ్లె,No
varninchaaru,వర్ణించారు,వర్ణించారు,Yes
sobhan,శోభన్,శోభాన్,No
tatvavaetta,తత్వవేత్త,తత్వవత్తే,No
marutirao,మారుతీరావు,మారుతిరావు,No
virigi,విరిగి,విరిగి,Yes
thara,తర,తరా,No
quick,క్విక్,క్విక్,Yes
datacom,డేటాకామ్,దాటకోమ్,No
samkramanam,సంక్రమణం,సంక్రమణం,Yes
jagu,జాగు,జగూ,No
nishthooramo,నిష్ఠూరమో,నిష్ఠూరమో,Yes
bhawanalanu,భవనాలను,భావనలను,No
ichchaapuram,ఇచ్ఛాపురం,ఇచ్చాపురం,No
dattaatreyudu,దత్తాత్రేయుడు,దత్తాత్రేయుడు,Yes
upayoginchani,ఉపయోగించని,ఉపయోగించని,Yes
challagaane,చల్లగానే,చల్లగానే,Yes
raayigaa,రాయిగా,రాయిగా,Yes
ardhamtoe,అర్థంతో,అర్ధంతో,No
rekethisthai,రేకెత్తిస్తాయి,రేకేతిస్థైతో,No
yatha,యథా,యత,No
velthundaga,వెళ్తుండగా,వెల్తుండగా,No
vyavaharistunnaadani,వ్యవహరిస్తున్నాడని,వ్యవహరిస్తున్నాడని,Yes
ramayanamlo,రామాయణంలో,రామాయణంలో,Yes
kottukunee,కొట్టుకునే,కొత్టుకునే,No
chandernagore,చండెర్ణగొరే,చంద్రనేగోరే,No
kalagajesukontaarani,కలుగజేసుకొంటారని,కలగజేసుకొంటారని,No
chesukolekapotunnaadu,చేసుకోలేకపోతున్నాడ,చేసుకోలేకపోతున్నాడు,No
education,ఎడ్యుకేషన్,ఎడ్యుకేషన్,Yes
vindhya,వింధ్య,వింధ్య,Yes
inthaku,ఇంతకు,ఇంతకు,Yes
vyoohaatmakangaa,వ్యూహాత్మకంగా,వ్యోహాత్మకంగా,No
vimarshistunnaav,విమర్శిస్తున్నావ్,విమర్శిస్తున్నావ్,Yes
reddy,రెడ్డి,రెడ్డీ,No
uttar,ఉత్తర్,ఉత్తర్,Yes
chachhaaru,చచ్చారు,చచ్చారు,Yes
satyamoorti,సత్యమూర్తి,సత్యమూర్తి,Yes
prayaanhikulanu,ప్రయాణికులను,ప్రయాణికులను,Yes
mahaavishnuvu,మహావిష్ణువు,మహావిష్ణువు,Yes
vibhudi,విభూది,విభుడి,No
krishnanagar,కృష్ణానగర్,కృష్ణనారగగార్,No
aaharamuloo,ఆహారములో,ఆహరములో,No
yekkinchukuntunnatlu,ఎక్కించుకుంటున్నట్,యె్కించుకుంటున్నట్లు,No
kalyaanam,కల్యాణం,కళ్యాణం,No
sulthanu,సుల్తాను,సుల్తాను,Yes
ishtaaniki,ఇష్టానికి,ఇష్టానికి,Yes
yajamanulaku,యజమానులకు,యజమనులకు,No
malayali,మలయాళ,మలయాలి,No
veyinchalekapoyaarani,వేయించలేకపోయారని,వేయించలేకపోయారని,Yes
bristol,బ్రిస్టల్,బ్రిస్టోల్,No
namunalu,నమూనాలు,నమునలు,No
paastaa,పాస్తా,పాస్తా,Yes
pasadena,పాసదేనా,పాసదేనా,Yes
muncipal,మున్సిపల్,మునిసిపల్,No
sugar,సుగర్,సుగార్,No
septembar,సెప్టెంబర్,సెప్టెంబార్,No
chithraranga,చిత్రరంగ,చిత్రరంగ,Yes
aadhikyamloe,ఆధిక్యంలో,ఆధిక్యంలో,Yes
shivastava,షివాస్తవ,శిశవ్తవ,No
mali,మాలి,మాలి,Yes
vaidhyamlo,వైద్యంలో,వైధ్యంలో,No
sagamlo,సగంలో,సగంలో,Yes
bhayamgaa,భయంగా,భయంగా,Yes
rushini,ఋషిని,రుషిణి,No
tolaginchalekapotunnaayi,తొలగించలేకపోతున్నా,తొలగించలేకపోతున్నాయి,No
hydrocaarba,హైడ్రోకార్బ,హైడ్రోసార్బ,No
ucchaarana,ఉచ్ఛారణ,ఉచ్చారన,No
sayreville,సేయర్విల్,సైరేవిల్లే,No
deeshaanni,దేశాన్ని,దీషాన్ని,No
marsh,మార్ష్,మార్ష్,Yes
konasaaginchakoodadanna,కొనసాగించకూడదన్న,కొనసాగించకూడదన్న,Yes
bodhinchaadu,బోధించాడు,బోధించాడు,Yes
acid,యాసిడ్,అసిడ్,No
vennumuka,వెన్నుముక,వెన్నుమూక,No
thiruvananthapuram,తిరువనంతపురం,తిరువనంతపురం,Yes
sulthanula,సుల్తానుల,సుల్తనుల,No
bossier,బోసియర్,బాస్సియర్,No
tattukunae,తట్టుకునే,తట్టుకునే,Yes
rajamata,రాజమాత,రజమమట,No
pricol,ప్రికాల్,ప్రికోల్,No
sirala,సిరల,సిరాలా,No
gangwar,గ్యాంగ్వార్,గాంగ్వార్,No
caalendar,కాలెండర్,కాలెండర్,Yes
sultanpur,సుల్తాన్పూర్,సుల్తాన్పూర్,Yes
lucky,లక్కీ,లకీ,No
thayaaryna,తయారైన,తయార్నైన,No
doopideeni,దోపిడీని,దూపిదీని,No
taimar,టైమర్,తైమార్,No
amanusha,అమానుష,అమనుషా,No
kathalanu,కధలను,కథలను,No
maarkendeyudi,మార్కెండేయుడి,మార్కేందేయుడి,No
noukaayaana,నౌకాయాన,నౌకాయన,No
mithaaleeke,మిథాలీకే,మిఠాలీకే,No
kay,కే,కై,No
cheruvalo,చేరువలో,చెరువలో,No
yuvar,యువర్,యువర్,Yes
lagu,లగు,లగు,Yes
jaavedh,జావేద్,జావేద్,Yes
adugupettaalsina,అడుగుపెట్టాల్సిన,అడుగుపెట్టాల్సిన,Yes
wilkerson,విల్కర్సన్,విల్కర్సన్,Yes
veluvadinaventane,వెలువడినవెంటనే,వెలువడినవేంతనే,No
mahoney,మహోని,మహోనే,No
maedhassunu,మేధస్సును,మేధస్సును,Yes
shaji,షాజీ,షాజీ,Yes
sirohi,సిరోహి,సిరోహి,Yes
aadhaaramtho,ఆధారంతో,ఆధారంతో,Yes
kathina,కఠిన,కథిన,No
rasenduku,రాసేందుకు,రాసెందుకు,No
mavuthundi,మవుతుంది,మావుతుంది,No
mandadi,మండడి,మండది,No
espinoza,ఎస్పినోజా,ఎస్పినోజా,Yes
kart,కార్ట్,కార్ట్,Yes
vahimchuta,వహించుట,వహించుట,Yes
