True Input,True Output,My Decoded Output,Matching or Not
cypress,సైప్రస్,సిప్రెస్,No
darjee,దర్జీ,దర్జీ,Yes
kashmir,కాశ్మీర్,కష్మిర్,No
maarchadaaniki,మార్చడానికి,మార్చడానికి,Yes
petrol,పెట్రోల్,పెట్రోల్,Yes
jesse,జెస్సీ,జెస్,No
vivaranhaloe,వివరణలో,వివరణలో,Yes
vaarthalanu,వార్తలను,వార్తలను,Yes
vattiditoe,వత్తిడితో,వట్టిడితో,No
aajnaapinchina,ఆజ్ఞాపించిన,ఆజ్ఞాపించిన,Yes
telanganaku,తెలంగాణకు,తెలంగనకు,No
bhavanaalu,భవనాలు,భవనాలు,Yes
charachi,చరచి,ఖరాచి,No
abhivruddhini,అభివృద్ధిని,అభివృద్ధిని,Yes
boodhinchindi,బోధించింది,బూధించింది,No
aavaataar,అవతార్,ఆవాతార్,No
railway,రైల్వే,రైల్వే,Yes
chambers,ఛాంబర్స్,చాంబర్స్,No
daanube,డానుబే,దానుబే,No
kaals,కాల్స్,కాల్స్,Yes
drukkoonam,దృక్కోణం,దృక్కోనం,No
cottaata,కొట్టాట,కొత్టాట,No
chinnadhigaa,చిన్నదిగా,చిన్నాధిగా,No
paramaatmane,పరమాత్మనే,పరమాత్మనే,Yes
chelleliki,చెల్లెలికి,చెల్లెలికి,Yes
edipinchinaa,ఏడిపించినా,ఏడిపించినా,Yes
vistarimpa,విస్తరింప,విస్తరింప,Yes
sellers,సెల్లెర్స్,సెల్్స్,No
sandhaana,సంధాన,సంధాన,Yes
zinc,జింక్,జింక్,Yes
dabur,డాబర్,డాబూర్,No
nevemberu,నవంబరు,నెవెంబెరు,No
narasimgaraavu,నరసింగరావు,నరసింగరావు,Yes
samskaaramunna,సంస్కారమున్న,సంస్కారమున్న,Yes
etman,ఆత్మ,ఎట్మన్,No
godala,గోడల,గోడాలా,No
gati,గతి,గతి,Yes
majesco,మజేస్కో,మాజెస్కో,No
laab,ల్యాబ్,లాబ్,No
alankarinchukunnaadu,అలంకరించుకున్నాడు,అలంకరించుకున్నాడు,Yes
glass,గ్లాస్,గ్లాస్,Yes
rao,రావ్,రారా,No
social,సోషల్,సోషియల్,No
nistunnappudu,నిస్తున్నప్పుడు,నిస్తున్నప్పుడు,Yes
tustin,టుస్టిన్,టుస్టిన్,Yes
mahaadevi,మహాదేవి,మహాదేవి,Yes
thyaagam,త్యాగం,త్యాగం,Yes
nirodhakata,నిరోధకత,నిరోధకత,Yes
paristitilone,పరిస్తితిలోనే,పరిస్టిలితోనే,No
aatmatoo,ఆత్మతో,ఆత్మతూ,No
arjununi,అర్జునిని,అర్జునుని,No
pettistunnaayi,పెట్టిస్తున్నాయి,పెట్టిస్తున్నాయి,Yes
puttabotunnaadantu,పుట్టబోతున్నాడంటూ,పుట్టబోతున్నాడంటూ,Yes
gulmarg,గుల్మర్గ్,గుల్మార్గ్,No
bremerton,బ్రెమెర్టన్,బ్రెమెర్టన్,Yes
haj,హజ్,హజ్,Yes
bagundanukoni,బాగుందనుకొని,బాగుందనుకొని,Yes
nielsen,నీల్సన్,నిలెసెన్,No
rajayyadu,రాజయ్యాడు,రాజయ్యాడు,Yes
panihati,పానిహతి,పనిహాి,No
finley,ఫైన్లీ,ఫిన్లీ,No
equiti,ఈక్విటీ,ఎకూటి,No
soap,సోప్,సోప్,Yes
colton,కాల్టన్,కోల్టన్,No
nalumuulalaa,నలుమూలలా,నలుమూలలా,Yes
maatrices,మాట్రిక్స్,మాట్రైక్స్,No
suchi,సుచి,సుచి,Yes
caritrakarulu,చరిత్రకారులు,కరిత్రకారులు,No
omaxe,ఒమాక్స్,ఒమాక్స్,Yes
soocheelu,సూచీలు,సూచీలు,Yes
varghese,వర్గీస్,వర్గేజీ,No
vimaanaashrayamlo,విమానాశ్రయంలో,విమానాశ్రయంలో,Yes
yedhuta,ఎదుట,యేధుట,No
mattancheri,మట్టంచెర్రి,మత్తంచేరి,No
saukaryaalato,సౌకర్యాలతో,సౌకర్యాలతో,Yes
thaamugaa,తాముగా,తాముగా,Yes
fernandez,ఫెర్నాండేజ్,ఫెర్నందెజ్,No
vesaayi,వేసాయి,వేశాయి,No
minchaledhu,మించలేదు,మించలేదు,Yes
raetlanu,రేట్లను,రేట్లను,Yes
sikshanhaa,శిక్షణా,శిక్షణా,Yes
vichalanam,విచలనం,విచలనానం,No
nadhini,నదిని,నాధిని,No
parishkaristunnaadante,పరిష్కరిస్తున్నాడం,పరిష్కరిస్తున్నాడంటే,No
meruguparachadam,మెరుగుపరచడం,మెరుగుపరచడం,Yes
alexandria,అలగ్జాండ్రియా,అలేక్సాండ్రియా,No
raktaniki,రక్తానికి,రక్తనికి,No
umpair,అంపైర్,ఉంపైర్,No
jagityaala,జగిత్యాల,జగిత్యాల,Yes
functionlanoo,ఫంక్షన్లనూ,ఫంక్షన్లనూ,Yes
kakinada,కాకినాడ,కాకినదా,No
cheeyinchaalani,చేయించాలని,చీయించాలని,No
vasantha,వసంత,వసంత,Yes
raamasya,రామస్య,రామస్య,Yes
cheyakapovadamto,చేయకపోవడంతో,చేయకపోవడంతో,Yes
mestee,మేస్తే,మెస్తీ,No
churakalu,చురకలు,చురకాలు,No
namuunaalu,నమూనాలు,నమూనాలు,Yes
paandithya,పాండిత్య,పాండిత్య,Yes
stoodents,స్టూడెంట్స్,స్టోడెంట్స్,No
devathalu,దేవతలు,దేవతలు,Yes
deeniki,దీనికి,దీనికి,Yes
dopidi,దోపిడీ,డోపిడి,No
pattukunnappatiki,పట్టుకున్నప్పటికి,పట్టుకున్నప్పటికీ,No
teste,తెస్తే,తెస్తే,Yes
aahlaadakaramgaa,ఆహ్లాదకరంగా,ఆహ్లాదకరంగా,Yes
suffolk,సఫ్ఫాక్,సూఫాల్,No
padalaedu,పడలేదు,పడలేదు,Yes
pramaadakaramainadi,ప్రమాదకరమైనది,ప్రమాదకరమైనది,Yes
brahmanda,బ్రహ్మాండ,బ్రహ్మంద,No
viswaasaalanu,విశ్వాసాలను,విశ్వాసాలను,Yes
palukulanu,పలుకులను,పలుకులను,Yes
alankarinchenduku,అలంకరించేందుకు,అనంకరించేందుకు,No
parinhaamaaniki,పరిణామానికి,పరిణామానికి,Yes
daadiloo,దాడిలో,దాడిలో,Yes
chebutonna,చెబుతోన్న,చెబుతోన్న,Yes
raakamunde,రాకముందే,రాకముందే,Yes
aushadhatailam,ఔషధతైలం,ఔషధాతలం,No
pravrttini,ప్రవృత్తిని,ప్రవృత్తిని,Yes
tinandi,తినండి,తినంది,No
sanders,సండర్స్,సాండర్స్,No
aniwaryamaina,అనివార్యమైన,అనివార్యమైన,Yes
krishnamma,కృష్ణమ్మ,కృష్ణమ్మ,Yes
vidvamsudu,విద్వాంసుడు,విద్వాస్ుడు,No
hajelaaku,హజేలాకు,హాజెలాకు,No
lacey,లేసీ,లేకీ,No
aakruthulaloo,ఆకృతులలో,ఆకృతులలో,Yes
chellistundi,చెల్లిస్తుంది,చెల్లిస్తుంది,Yes
chandravarnunigaa,చంద్రవర్ణునిగా,చంద్రవర్ణునిగా,Yes
kadupuni,కడుపుని,కడుపుని,Yes
ranje,రేంజ్,రంజజే,No
wipro,విప్రో,విప్రో,Yes
ekeekarana,ఏకీకరణ,ఏకీకరణ,Yes
haley,హలే,హలేయ్,No
spashtamcheshaaru,స్పష్టంచేశారు,స్పష్టంశేశారు,No
hajj,హజ్,హజ్జ్,No
sane,సేన్,సనన,No
padae,పదే,పడాే,No
pogidinchukoodaaniki,పొగిడించుకోడానికి,పొగిదించుకోడానికి,No
marchipovaddu,మర్చిపోవద్దు,మర్చిపోవద్దు,Yes
modalupettaalsi,మొదలుపెట్టాల్సి,మొదలుపెట్టాల్సి,Yes
arati,అరటి,అరాటి,No
prabhutvashaakhala,ప్రభుత్వశాఖల,ప్రభుతశ్వాఖల,No
sanghika,సాంఘిక,సాంఘిక,Yes
prayaninchabothunnaru,ప్రయాణించబోతున్నార,ప్రయాణించబోతున్నారు,No
montebello,మోంటెబెల్లో,మొంటెబెల్లో,No
saucer,సాసర్,సాకీర్,No
alaka,అలక,అలకా,No
kanugonadamlo,కనుగొనడంలో,కనుగొనడంలో,Yes
rachanalathoo,రచనలతో,రచనలతో,Yes
nigative,నెగటివ్,నిగటివే,No
vuhistaaru,ఊహిస్తారు,వుహిస్తారు,No
athmanu,ఆత్మను,అత్మను,No
spokane,స్పోకెనే,స్పోకనే,No
orvalekapotunnadi,ఓర్వలేకపోతున్నది,ఒర్వలేకపోతున్నది,No
rakkallo,రకాల్లో,రక్కల్లో,No
dodson,దొడ్సన్,దోడ్సన్,No
kottestunnaaru,కొట్టేస్తున్నారు,కొట్టేస్తున్నారు,Yes
mcguire,ముగ్వియర్,మ్కైగ్రే,No
mandamaina,మందమైన,మందమైన,Yes
fluorine,ఫ్లోరిన్,ఫ్లూరైన్,No
maphia,మాఫియా,మాఫియా,Yes
toranto,టొరంటో,టోరంటో,No
karyalayamloonae,కార్యాలయంలోనే,కార్యలలయంలోనే,No
chaibasa,చైబాస,చైబాసా,No
adigoo,అదిగో,అడిగూ,No
gainakaalajist,గైనకాలజిస్ట్,గైనాాలజిజ్స్,No
saasanasabhaa,శాసనసభా,శానసభాా,No
podu,పోడు,పోడు,Yes
chelaregipothunna,చెలరేగిపోతున్న,చెలరేగిపోతున్న,Yes
rallato,రాళ్ళతో,రాల్లతో,No
bennett,బెన్నెట్,బెనెనట్,No
rahasyaalanu,రహస్యాలను,రహస్యాలను,Yes
paerlanu,పేర్లను,పేర్లను,Yes
urdoolo,ఉర్దూలో,ఉర్దూలో,Yes
jagtap,జగ్తప్,జాగ్పా,No
intiloo,ఇంటిలో,ఇంటిలో,Yes
